TF	Gene
JUN	PDE7A
ATF7	PDE7A
ATF3	PDE7A
ATF1	PDE7A
CREB1	PDE7A
ATF2	PDE7A
PLAU	PDE7A
E4F1	PDE7A
AIRE	NGF
PAX2	PCBP2
PITX2	PCBP2
TBX5	PPM1J
PDX1	PPM1J
ELK1	LMAN2
STAT1	BANK1
IRF8	BANK1
NKX6-1	RBMS3
CUX1	FBXO7
CEBPA	ACAP1
TBX5	ACAP1
DDIT3	ACAP1
ZBTB6	ACAP1
CDC5L	ANKRD32
SRF	ANKRD32
MEF2A	ANKRD32
SRF	MYH11
POU2F1	MANEA
CEBPG	TLE4
IL6	TLE4
FOXA1	TLE4
ONECUT2	TLE4
NKX6-1	TLE4
FOXA2	TLE4
FOXA3	TLE4
ONECUT1	TLE4
HNF1A	TLE4
HNF1B	TLE4
PDX1	TLE4
FOXM1	TLE4
BACH1	TSPO
ETS2	TSPO
POU3F2	DDX50
STAT3	DDX50
IRF1	DDX50
BPTF	NPEPL1
FOXJ2	TMEM50A
FOXI1	TMEM50A
RORA	PHKB
TEAD1	PHKB
TBP	COL6A2
TP53	DCAF17
MEF2A	CNN1
CREM	CNN1
CREB1	CNN1
TBP	CNN1
PAX5	PAPLN
ZNF589	MRPS10
SMAD3	BAHD1
SMAD2	BAHD1
GATA1	BAHD1
WT1	BAHD1
STAT1	BAHD1
FOXO4	BAHD1
TBX5	BAHD1
PPARA	BAHD1
SMAD4	BAHD1
SMAD1	BAHD1
TEAD2	BAHD1
RXRA	BAHD1
NFYB	BAHD1
MAZ	BAHD1
NFYA	BAHD1
HSF1	BAHD1
HSF2	BAHD1
MZF1	BAHD1
NKX2-5	BAHD1
TP53	TIGD4
ELK4	TIGD4
NKX3-1	SLU7
VSX2	SLU7
NKX2-2	SLU7
ARID5B	SLU7
FOXJ2	SLU7
AIRE	MKI67
GTF2A2	RNF151
GTF2A1	RNF151
NR1I2	RNF151
EGR2	RNF151
EGR1	RNF151
KLF12	RNF151
EGR3	RNF151
RXRA	RNF151
HLF	RNF151
GTF2A1L	RNF151
CASR	RNF151
HINFP	RNF151
PAX8	RNF151
CREB1	RNF151
VDR	RNF151
RXRB	RNF151
THRB	C8G
ELSPBP1	C8G
THRA	C8G
NKX2-1	C8G
USF1	C8G
RARA	C8G
RARB	C8G
RXRG	C8G
RXRA	C8G
AHR	C8G
ARNT	C8G
HES1	C8G
TFAP2A	C8G
HIC1	C8G
RARG	C8G
RXRB	C8G
CUX1	C8G
PPARG	PTPN3
ARNT	TBC1D20
GATA1	C1ORF61
RXRA	HGS
FOS	HGS
NR1H2	HGS
HNF1A	NAT15
NFIL3	NAT15
HNF1B	NAT15
PBX1	IFT122
FOXD1	MBNL2
DBP	MBNL2
CEBPA	MBNL2
FOXL1	MBNL2
ONECUT2	MBNL2
HOXA4	MBNL2
FOXO4	MBNL2
OTX2	MBNL2
ONECUT1	MBNL2
NFATC2	MBNL2
NKX6-2	MBNL2
NFATC4	MBNL2
CEBPB	MBNL2
NFATC1	MBNL2
CEBPD	MBNL2
NFIL3	MBNL2
NFATC3	MBNL2
HLF	MBNL2
PBX1	MBNL2
ZNF238	MBNL2
OTX1	MBNL2
ARID5B	MBNL2
HSF1	MBNL2
SRY	MBNL2
FOXO3	MBNL2
ATF2	MBNL2
TBP	MBNL2
HMGA2	MBNL2
FOXO1	MBNL2
POU2F1	MBNL2
LMO2	PFDN5
ESR1	PFDN5
BACH1	C10ORF116
ARNT	C10ORF116
TCF3	C10ORF116
HERPUD1	EFNB3
PAX6	MRPL51
LHX3	TSNAXIP1
PRDM1	TSNAXIP1
ALX4	PRSS58
E4F1	ZNF490
CD40	IMMP2L
NFKB1	IMMP2L
NFKB2	IMMP2L
FKBP4	IMMP2L
RELA	IMMP2L
CUX1	IMMP2L
PBX1	LRTOMT
NR6A1	DNASE1L3
HNF1A	DNASE1L3
POU1F1	NUDT17
E2F1	EML2
REL	EML2
CD40	EML2
NFKB1	EML2
GCM1	EML2
RELA	EML2
GATA2	EML2
GATA3	EML2
VDR	EML2
SRF	KCNK3
HSF1	KCNK3
ARNT	CYP20A1
PPARG	USP17L2
ALX4	USP17L2
GATA1	MAP1A
MEIS1	MAP1A
HOXA9	MAP1A
NR3C1	MAP1A
GATA2	MAP1A
TFAP4	MAP1A
GATA3	MAP1A
RREB1	SCML1
NR1I2	CRYZL1
NR2F2	CRYZL1
NR1H3	CRYZL1
RARA	CRYZL1
RARB	CRYZL1
RXRG	CRYZL1
RXRA	CRYZL1
NR2F1	CRYZL1
CASR	CRYZL1
NR1H2	CRYZL1
RARG	CRYZL1
RXRB	CRYZL1
POU2F1	CRYZL1
CRX	PNPLA6
NR1I2	PNPLA6
NR2F2	PNPLA6
HNF4A	PNPLA6
NR1H3	PNPLA6
RARA	PNPLA6
RARB	PNPLA6
RXRG	PNPLA6
RAX	PNPLA6
RXRA	PNPLA6
NR1H4	PNPLA6
NR2F1	PNPLA6
CASR	PNPLA6
NR1H2	PNPLA6
TEAD1	PNPLA6
RARG	PNPLA6
RXRB	PNPLA6
FOXP3	LPHN2
CDC5L	LPHN2
HNF1A	LPHN2
PBX1	ETNK2
NR3C1	ETNK2
NHLH1	AES
ELK4	KCNAB3
PAX5	TTBK1
POU2F2	TTBK1
CUX1	TTBK1
POU2F1	TTBK1
CDC5L	APC
IRF8	APC
ZBTB6	APC
NFYA	APC
POU1F1	APC
BACH2	AGPAT9
CEBPD	TXNDC16
HLF	TXNDC16
CREB1	TXNDC16
BACH2	LTB
STAT4	LTB
SMAD3	LTB
NRF1	LTB
GATA1	LTB
STAT6	LTB
STAT5A	LTB
CEBPA	LTB
STAT3	LTB
STAT2	LTB
STAT5B	LTB
STAT1	LTB
KCNH6	LTB
ELK3	LTB
ERG	LTB
MAF	LTB
ELK4	LTB
MAFB	LTB
HOXC6	LTB
HNF4A	LTB
SPIB	LTB
FLI1	LTB
NFE2L3	LTB
NFATC2	LTB
NFATC4	LTB
NF1	LTB
MAFG	LTB
NFE2	LTB
NFATC1	LTB
PBX3	LTB
GABPA	LTB
EFNA2	LTB
GABPB1	LTB
GABPB2	LTB
PKNOX1	LTB
ETV4	LTB
NFE2L1	LTB
BACH1	LTB
PGR	LTB
ELK1	LTB
NFATC3	LTB
ETS2	LTB
PBX1	LTB
HOXB1	LTB
MAFK	LTB
NR3C1	LTB
ETS1	LTB
HSF2	LTB
GATA2	LTB
ELF2	LTB
CUZD1	LTB
PDX1	LTB
ATM	LTB
RORA	LTB
GATA3	LTB
ELF4	LTB
TEAD1	LTB
ZEB1	LTB
ERF	LTB
SPI1	LTB
PBX2	LTB
MAFF	LTB
HOXB7	LTB
HOXB8	LTB
CEBPA	SLCO4A1
ELSPBP1	SLCO4A1
DDIT3	SLCO4A1
STAT5B	FDPS
LMO2	FDPS
NFYB	FDPS
NFYA	FDPS
NRF1	RCBTB2
STAT1	ZDHHC3
FOXO1	SGPL1
CEBPA	HIST1H2BG
AHR	HIST1H2BG
SOX5	HIST1H2BG
PBX1	HIST1H2BG
ARNT	HIST1H2BG
TBP	HIST1H2BG
STAT1	IFIT3
IRF4	IFIT3
IRF5	IFIT3
IRF7	IFIT3
IRF3	IFIT3
IRF2	IFIT3
IRF8	IFIT3
IRF9	IFIT3
IRF1	IFIT3
NR3C1	BANF1
POU2F1	BANF1
GCM1	PLEKHA8P1
LEF1	SMARCC1
HNF1A	SMARCC1
STAT4	SMPD1
STAT6	SMPD1
STAT3	SMPD1
STAT2	SMPD1
STAT1	SMPD1
SOX9	SEPHS1
SRY	SEPHS1
E2F1	FAM195A
SMAD3	FAM195A
HIF1A	FAM195A
SMAD2	FAM195A
HAND1	FAM195A
MXD1	FAM195A
THRB	FAM195A
DSP	FAM195A
ELSPBP1	FAM195A
STAT3	FAM195A
TFF3	FAM195A
THRA	FAM195A
BRCA1	FAM195A
EGR2	FAM195A
EGR1	FAM195A
ASCL1	FAM195A
SP1	FAM195A
DEC1	FAM195A
USF2	FAM195A
USF1	FAM195A
HNF4A	FAM195A
PPARA	FAM195A
SMAD4	FAM195A
BHLHE41	FAM195A
TCF4	FAM195A
NR1H3	FAM195A
RARA	FAM195A
UBP1	FAM195A
RUNX3	FAM195A
RUNX1	FAM195A
KLF12	FAM195A
SMAD1	FAM195A
RARB	FAM195A
MYC	FAM195A
RUNX2	FAM195A
EGR3	FAM195A
CREM	FAM195A
ATF4	FAM195A
TEAD2	FAM195A
MYB	FAM195A
HAND2	FAM195A
MXI1	FAM195A
RXRG	FAM195A
MYOD1	FAM195A
TAL2	FAM195A
RXRA	FAM195A
ATF7	FAM195A
RFX1	FAM195A
ATF3	FAM195A
TFEB	FAM195A
AHR	FAM195A
MAX	FAM195A
ARNT	FAM195A
MYOG	FAM195A
ZIC2	FAM195A
ARID5B	FAM195A
RFXANK	FAM195A
NR1H4	FAM195A
TFAP2C	FAM195A
MYF5	FAM195A
HES1	FAM195A
RFXAP	FAM195A
TCF3	FAM195A
ZBTB7A	FAM195A
TFAP2A	FAM195A
UBE4A	FAM195A
ATF1	FAM195A
NKX2-5	FAM195A
RFX2	FAM195A
CASR	FAM195A
NR1H2	FAM195A
SETD2	FAM195A
RFX3	FAM195A
TFAP4	FAM195A
CREB1	FAM195A
ATF2	FAM195A
TCF12	FAM195A
ZEB1	FAM195A
HIC1	FAM195A
PLAU	FAM195A
TFE3	FAM195A
MYF6	FAM195A
RARG	FAM195A
VDR	FAM195A
E2F3	FAM195A
TFAP2B	FAM195A
RXRB	FAM195A
TFDP1	FAM195A
MYCN	FAM195A
PPARG	FAM195A
ARNT2	FAM195A
RFX5	FAM195A
RFX4	FAM195A
E2F4	FAM195A
NHLH1	FAM195A
RXRA	UBXN7
VDR	UBXN7
CD40	CDC20B
AR	CDC20B
MYC	CUX1
MAX	CUX1
ARNT	CUX1
TFAP2C	CUX1
TFAP2A	CUX1
HIC1	CUX1
TFAP2B	CUX1
FOXO1	CUX1
RFX1	RTDR1
PAX6	RTDR1
RFXANK	RTDR1
RFXAP	RTDR1
PPARG	RTDR1
RFX5	RTDR1
TFAP2A	ETFB
PPARG	ETFB
VSX2	THAP7
PAX5	THAP7
HNF1A	C10ORF118
SOX9	C10ORF118
NRF1	IPO11
CEBPA	IPO11
DSP	IPO11
PPARA	IPO11
RXRA	IPO11
POU3F2	SHB
FOXA1	SLC39A8
PAX1	SLC39A8
FOXA2	SLC39A8
FOXA3	SLC39A8
MYC	SLC39A8
MAX	SLC39A8
FOXD3	SLC39A8
FOXM1	SLC39A8
CDX1	SPRYD3
CDX2	SPRYD3
CUX1	SPRYD3
TFAP4	ATP2A1
PPARG	ATP2A1
FOXD1	HIST1H2BN
NFE2L1	HIST1H2BN
IRF8	HIST1H2BN
ATF2	HIST1H2BN
FOXC1	POLR3E
STAT4	MLX
STAT6	MLX
STAT3	MLX
STAT2	MLX
STAT1	MLX
ELF2	MLX
ATF2	DDX59
STAT5A	TTC35
STAT1	FOXA1
NR3C1	FOXA1
ZBTB16	FOXA1
CRX	IDH2
RAX	IDH2
CD40	DUOXA2
NFKB1	DUOXA2
NFKB2	DUOXA2
FKBP4	DUOXA2
RELA	DUOXA2
CUX1	DUOXA2
STAT6	SSSCA1
YY1	SSSCA1
STAT3	SSSCA1
ZNF350	SSSCA1
SP1	SSSCA1
NR2F2	SSSCA1
ELK4	SSSCA1
SP2	SSSCA1
LMO2	SSSCA1
HNF4A	SSSCA1
HNF4G	SSSCA1
SPIB	SSSCA1
SP4	SSSCA1
FLI1	SSSCA1
FOSL2	SSSCA1
SP3	SSSCA1
RUNX2	SSSCA1
CREM	SSSCA1
FOSL1	SSSCA1
ATF4	SSSCA1
JUNB	SSSCA1
MYB	SSSCA1
JUN	SSSCA1
ATF7	SSSCA1
RFX1	SSSCA1
ETS2	SSSCA1
ATF3	SSSCA1
ETS1	SSSCA1
RFXANK	SSSCA1
HSF1	SSSCA1
HSF2	SSSCA1
ELF2	SSSCA1
RFXAP	SSSCA1
NR2F1	SSSCA1
FOSB	SSSCA1
FOS	SSSCA1
ATF1	SSSCA1
CUZD1	SSSCA1
RFX2	SSSCA1
JUND	SSSCA1
RFX3	SSSCA1
CREB1	SSSCA1
ATF2	SSSCA1
PLAU	SSSCA1
ERF	SSSCA1
SPI1	SSSCA1
RFX5	SSSCA1
RFX4	SSSCA1
NR3C1	KCNJ1
ATF5	XRN2
ATF6	XRN2
CREM	XRN2
ATF4	XRN2
JUN	XRN2
ATF7	XRN2
ATF3	XRN2
ATF1	XRN2
CREB1	XRN2
ATF2	XRN2
PLAU	XRN2
CEBPA	ANKHD1-EIF4EBP3
DDIT3	ANKHD1-EIF4EBP3
SOX9	ANKHD1-EIF4EBP3
MEF2A	OTUD3
NFIL3	COL8A1
TBP	COL8A1
MEF2A	ZC3H11A
SRF	STX12
POU2F1	STX12
LHX3	CKAP2
POU2F1	CKAP2
EGR1	MAD2L2
RXRA	MAD2L2
NR1H4	MAD2L2
FOXA1	PELP1
FOXA2	PELP1
CLOCK	PELP1
HOXC6	PELP1
FOXA3	PELP1
ARNTL2	PELP1
PBX3	PELP1
PKNOX1	PELP1
TOPORS	PELP1
RXRA	PELP1
PBX1	PELP1
HOXB1	PELP1
ARNTL	PELP1
NR1H4	PELP1
PDX1	PELP1
HIC1	PELP1
FOXM1	PELP1
PBX2	PELP1
HOXB7	PELP1
CUX1	PELP1
HOXB8	PELP1
E2F1	KISS1R
HIF1A	KISS1R
DSP	KISS1R
ELSPBP1	KISS1R
WT1	KISS1R
EP300	KISS1R
SP1	KISS1R
SP2	KISS1R
USF1	KISS1R
SP4	KISS1R
SP3	KISS1R
MYC	KISS1R
TEAD2	KISS1R
MYOD1	KISS1R
AHR	KISS1R
MAX	KISS1R
MAZ	KISS1R
ARNT	KISS1R
ZIC2	KISS1R
ETS1	KISS1R
TFAP2C	KISS1R
MZF1	KISS1R
HES1	KISS1R
TCF3	KISS1R
ZBTB7A	KISS1R
TFAP2A	KISS1R
UBE4A	KISS1R
SETD2	KISS1R
NR5A2	KISS1R
HIC1	KISS1R
E2F3	KISS1R
TFAP2B	KISS1R
TFDP1	KISS1R
ARNT2	KISS1R
E2F4	KISS1R
TFAP2A	SLC38A3
SREBF1	TOM1
PPARG	SEMA6C
POU2F1	SEMA6C
POU2F1	ANK2
BACH1	MRPS18A
TAL1	MRPS18A
TCF3	MRPS18A
ZEB1	MRPS18A
HIC1	ITPKA
NFIL3	TFB2M
CEBPA	PHF21A
FOXL1	PHF21A
DDIT3	PHF21A
NKX6-2	PHF21A
AIRE	PHF21A
AR	PHF21A
TFAP2C	PHF21A
MZF1	PHF21A
SRY	PHF21A
TFAP2A	PHF21A
FOXO3	PHF21A
TBP	PHF21A
HMGA2	PHF21A
TFAP2B	PHF21A
FOXO1	PHF21A
HNF1A	UBAP2L
AHR	UBAP2L
FOXF2	UBAP2L
YY1	FIS1
PRDM1	FXYD5
TCF3	FXYD5
ZNF350	C19ORF53
STAT6	LAG3
SRF	LAG3
SPIB	LAG3
EFNA2	LAG3
SPI1	LAG3
HNF4A	IL2RB
POU3F2	RAPGEF1
PAX5	RAPGEF1
PAX2	RAPGEF1
PAX6	RAPGEF1
PAX8	RAPGEF1
TEAD1	RAPGEF1
MEF2A	KIAA0528
FOXD3	KIAA0528
FOXI1	KIAA0528
PLAU	FAM50A
CEBPG	UBXN11
RXRA	UBXN11
VDR	UBXN11
BACH1	SLC16A5
ATF5	DDX51
GATA1	DDX51
CRX	DDX51
ATF6	DDX51
CREM	DDX51
ATF4	DDX51
JUN	DDX51
RAX	DDX51
ATF7	DDX51
ATF3	DDX51
ATF1	DDX51
CREB1	DDX51
ATF2	DDX51
HIC1	DDX51
PLAU	DDX51
PPARG	DDX51
AIRE	OSBPL9
ELSPBP1	TMEM48
MYOD1	TMEM48
TCF3	TMEM48
E2F1	PLEC
BACH2	PLEC
SMAD3	PLEC
HIF1A	PLEC
SMAD2	PLEC
PATZ1	PLEC
HAND1	PLEC
NRF1	PLEC
DBP	PLEC
STAT6	PLEC
CEBPA	PLEC
SMAD6	PLEC
MXD1	PLEC
THRB	PLEC
TP53	PLEC
ELSPBP1	PLEC
YY1	PLEC
WT1	PLEC
STAT3	PLEC
TFF3	PLEC
GTF2A2	PLEC
SMAD5	PLEC
GTF2A1	PLEC
REL	PLEC
KCNH6	PLEC
THRA	PLEC
NR1I2	PLEC
BRCA1	PLEC
EGR2	PLEC
EP300	PLEC
EGR1	PLEC
NKX2-1	PLEC
ASCL1	PLEC
ELK3	PLEC
ERG	PLEC
MAF	PLEC
SP1	PLEC
TBX5	PLEC
NR2F2	PLEC
DEC1	PLEC
ELK4	PLEC
USF2	PLEC
MAFB	PLEC
SP2	PLEC
USF1	PLEC
CLOCK	PLEC
LMO2	PLEC
TLX2	PLEC
SREBF2	PLEC
HOXC6	PLEC
SREBF1	PLEC
HNF4A	PLEC
PPARA	PLEC
NR5A1	PLEC
SMAD4	PLEC
BHLHE41	PLEC
TCF4	PLEC
SMAD7	PLEC
NR1H3	PLEC
HNF4G	PLEC
SPIB	PLEC
SP4	PLEC
FLI1	PLEC
NFE2L3	PLEC
GCM1	PLEC
RARA	PLEC
UBP1	PLEC
FOSL2	PLEC
RUNX3	PLEC
ARNTL2	PLEC
ZNF354C	PLEC
RUNX1	PLEC
KLF12	PLEC
SMAD1	PLEC
NF1	PLEC
SP3	PLEC
MAFG	PLEC
RARB	PLEC
ESR2	PLEC
NFE2	PLEC
MYC	PLEC
RUNX2	PLEC
MEF2A	PLEC
PBX3	PLEC
GABPA	PLEC
EGR3	PLEC
EFNA2	PLEC
GABPB1	PLEC
GABPB2	PLEC
ESRRA	PLEC
PAX2	PLEC
CREM	PLEC
PKNOX1	PLEC
FOSL1	PLEC
ATF4	PLEC
JUNB	PLEC
TEAD2	PLEC
ETV4	PLEC
MYB	PLEC
NFE2L1	PLEC
BACH1	PLEC
JUN	PLEC
HAND2	PLEC
NFIC	PLEC
MXI1	PLEC
RXRG	PLEC
MYOD1	PLEC
TAL2	PLEC
ELK1	PLEC
RXRA	PLEC
ATF7	PLEC
CTF1	PLEC
RFX1	PLEC
ETS2	PLEC
ATF3	PLEC
TFEB	PLEC
AHR	PLEC
MAX	PLEC
RELA	PLEC
PBX1	PLEC
HOXB1	PLEC
MAZ	PLEC
ARNT	PLEC
MYOG	PLEC
MAFK	PLEC
NR3C1	PLEC
ZIC2	PLEC
ARID5B	PLEC
TP63	PLEC
ARNTL	PLEC
ETS1	PLEC
RFXANK	PLEC
HSF1	PLEC
ESR1	PLEC
HSF2	PLEC
NR1H4	PLEC
GTF2A1L	PLEC
AR	PLEC
TFAP2C	PLEC
MYF5	PLEC
MZF1	PLEC
XBP1	PLEC
HES1	PLEC
GATA2	PLEC
ELF2	PLEC
RFXAP	PLEC
NR2F1	PLEC
TCF3	PLEC
FOSB	PLEC
ZBTB7A	PLEC
TFAP2A	PLEC
FOS	PLEC
ATF1	PLEC
CUZD1	PLEC
RFX2	PLEC
PDX1	PLEC
CASR	PLEC
NR1H2	PLEC
ATM	PLEC
RORA	PLEC
SETD2	PLEC
JUND	PLEC
PAX8	PLEC
RFX3	PLEC
TFAP4	PLEC
NR5A2	PLEC
CREB1	PLEC
ATF2	PLEC
ELF4	PLEC
TCF12	PLEC
TEAD1	PLEC
ZEB1	PLEC
HIC1	PLEC
PLAU	PLEC
GTF2I	PLEC
TFE3	PLEC
MYF6	PLEC
RARG	PLEC
VDR	PLEC
RXRB	PLEC
SPI1	PLEC
MYCN	PLEC
PPARG	PLEC
PBX2	PLEC
ARNT2	PLEC
MAFF	PLEC
RFX5	PLEC
HOXB7	PLEC
RFX4	PLEC
HOXB8	PLEC
NHLH1	PLEC
CD40	NOTUM
NFKB1	NOTUM
FKBP4	NOTUM
PPARG	AVPR2
BPTF	TMEM66
CEBPG	ARPC5L
ONECUT2	HOXD12
ONECUT1	HOXD12
CUX1	HOXD12
RREB1	PUS1
CUX1	KAT2B
RXRA	GPATCH3
ZBTB16	GPATCH3
VDR	GPATCH3
POU3F2	ENPP4
PAX3	UBQLN1
PAX6	UBQLN1
ATF4	CEP152
FOXO1	CEP152
IRF1	OXCT1
NFE2	PSMD7
GABPA	PSMD7
PAX1	WBSCR27
USF1	FBXL8
SMAD4	FBXL8
MYC	FBXL8
AHR	FBXL8
MAX	FBXL8
ARNT	FBXL8
MZF1	FBXL8
TFAP4	FBXL8
PAX6	GARNL3
PAX5	CGN
PAX2	CGN
PAX8	CGN
GATA1	GATSL3
NR3C1	GATSL3
PAX6	MEF2C
ZBTB16	CDKN2B
TBX5	BAD
ZNF219	BAD
HIC1	BAD
AR	UBQLN3
E2F1	ARID3A
HAND1	ARID3A
MXD1	ARID3A
DSP	ARID3A
ELSPBP1	ARID3A
WT1	ARID3A
TFF3	ARID3A
ASCL1	ARID3A
SP1	ARID3A
DEC1	ARID3A
USF2	ARID3A
USF1	ARID3A
BHLHE41	ARID3A
TCF4	ARID3A
ZNF219	ARID3A
SP4	ARID3A
SP3	ARID3A
MYC	ARID3A
HAND2	ARID3A
MXI1	ARID3A
MYOD1	ARID3A
TAL2	ARID3A
TFEB	ARID3A
MAX	ARID3A
MAZ	ARID3A
MYOG	ARID3A
ARID5B	ARID3A
TFAP2C	ARID3A
MYF5	ARID3A
MZF1	ARID3A
HES1	ARID3A
ELF2	ARID3A
TCF3	ARID3A
ZBTB7A	ARID3A
TFAP2A	ARID3A
UBE4A	ARID3A
NR5A2	ARID3A
TCF12	ARID3A
TFE3	ARID3A
MYF6	ARID3A
E2F3	ARID3A
TFAP2B	ARID3A
TFDP1	ARID3A
MYCN	ARID3A
E2F4	ARID3A
NHLH1	ARID3A
HIF1A	BCKDK
AR	BCKDK
RORA	BCKDK
SETD2	BCKDK
STAT5A	PPP1R12A
SRF	PPP1R12A
PAX6	PPP1R12A
RREB1	UBE2R2
ESR1	UBE2R2
ALX4	UBE2R2
PBX1	EXOSC8
CEBPA	ZFYVE28
DDIT3	ZFYVE28
RUNX3	ZFYVE28
RUNX1	ZFYVE28
ESR2	ZFYVE28
RUNX2	ZFYVE28
ESR1	ZFYVE28
YY1	EPC1
HIC1	EPC1
PPARG	EPC1
CUX1	EPC1
CD40	YIPF3
NFKB1	YIPF3
FKBP4	YIPF3
RELA	YIPF3
TFAP2A	YIPF3
CD40	CXCR7
FOXL1	MAT2B
NKX6-1	MAT2B
NKX2-2	MAT2B
SRY	MAT2B
TP53	PPY
SREBF1	PPY
RUNX3	PPY
RUNX1	PPY
RUNX2	PPY
ARNT	PPY
POU3F2	TRIM39
TBX5	TRIM39
JUN	TRIM39
RFX1	TRIM39
FOS	TRIM39
HINFP	TRIM39
PLAU	TRIM39
VSX2	KCNT2
CUX1	KCNT2
ONECUT2	ATF7
ONECUT1	ATF7
LHX3	ATF7
AIRE	ATF7
SREBF1	CBX6
ARNT	CBX6
NHLH1	CBX6
BACH2	GHITM
NRF1	GHITM
GATA1	GHITM
MAF	GHITM
MAFB	GHITM
NFE2L3	GHITM
MAFG	GHITM
NFE2	GHITM
GABPA	GHITM
NFE2L1	GHITM
BACH1	GHITM
HLF	GHITM
MAFK	GHITM
MAFF	GHITM
CNTN2	TPST1
CREB1	TPST1
TP53	DCP1B
CUX1	DCP1B
NR2F2	SPATA20
NR2F1	SPATA20
FOXJ1	CREB5
FOXD1	MAD1L1
IL6	TNFSF14
NR2F2	TNFSF14
RUNX2	TNFSF14
NFE2L1	TNFSF14
TFEB	TNFSF14
MITF	TNFSF14
NR2F1	TNFSF14
TFE3	TNFSF14
HIF1A	NCBP2
SETD2	NCBP2
TFAP4	NCBP2
NHLH1	NCBP2
RXRA	LYSMD1
NR1H2	LYSMD1
POU2F1	LYSMD1
STAT5B	RAB27A
CD40	RAB27A
NFKB1	RAB27A
FKBP4	RAB27A
POU2F1	RAB27A
ZBTB16	SLC19A3
POU3F2	RAB2B
VDR	RAB2B
AR	RBM18
NHLH1	RBM18
SOX2	RECK
SOX15	RECK
SOX18	RECK
SOX21	RECK
SOX10	RECK
SOX11	RECK
RXRA	RECK
SOX5	RECK
SOX9	RECK
SOX8	RECK
SOX12	RECK
NR1H4	RECK
SRY	RECK
SOX14	RECK
SOX3	RECK
SOX4	RECK
EP300	EIF2B1
GATA1	ENSA
HLF	ENSA
REST	OLFM3
NFE2L1	ZNF680
NRF1	MSL2
HINFP	WASL
AIRE	CCDC104
NR3C1	PEPD
HNF1A	TSGA14
HNF1B	TSGA14
MAX	UNG
RORA	IL23R
NKX3-1	POLR2B
RXRA	LGR5
VDR	LGR5
MYC	ZBTB24
MAX	ZBTB24
NFYB	WDR62
NFYA	WDR62
TP53	H2AFB2
NFATC2	UBOX5
NFATC4	UBOX5
NFATC1	UBOX5
NFATC3	UBOX5
PGR	IL1F7
STAT1	BCAP31
REL	ALG6
CUX1	CFHR5
BACH2	HCFC1R1
SP1	HCFC1R1
SP4	HCFC1R1
FOSL2	HCFC1R1
SP3	HCFC1R1
FOSL1	HCFC1R1
JUNB	HCFC1R1
JUN	HCFC1R1
MAZ	HCFC1R1
PAX6	HCFC1R1
FOSB	HCFC1R1
FOS	HCFC1R1
CNTN2	HCFC1R1
JUND	HCFC1R1
PAX8	HCFC1R1
CREB1	HCFC1R1
ZEB1	HCFC1R1
BACH2	GPR3
ATF5	GPR3
ATF6	GPR3
SREBF1	GPR3
CREM	GPR3
ATF4	GPR3
JUN	GPR3
ATF7	GPR3
ATF3	GPR3
ATF1	GPR3
CREB1	GPR3
ATF2	GPR3
TEAD1	GPR3
PLAU	GPR3
LHX3	ERRFI1
TP53	NBPF1
NF1	NBPF1
NR2F2	GSTM3
STAT1	B2M
CD40	B2M
NFKB1	B2M
IRF4	B2M
IRF5	B2M
IRF7	B2M
IRF3	B2M
IRF2	B2M
IRF6	B2M
FKBP4	B2M
RELA	B2M
IRF8	B2M
IRF1	B2M
IRF7	TMEM179B
IRF2	C3ORF15
MYB	PPM1G
ELK4	C20ORF4
HERPUD1	UBA5
FOSL1	UBA5
JUNB	UBA5
JUN	UBA5
FOS	UBA5
JUND	UBA5
GATA1	FAM161A
FOXP3	FAM161A
MYC	FAM161A
MAX	FAM161A
RFX1	C20ORF85
STAT1	SP140
IRF4	SP140
IRF5	SP140
IRF7	SP140
IRF3	SP140
IRF2	SP140
HOXA7	SP140
IRF8	SP140
IRF9	SP140
IRF1	SP140
FOXC1	NPRL2
STAT1	NPRL2
DEC1	NPRL2
NR5A1	NPRL2
BHLHE41	NPRL2
RUNX3	NPRL2
RUNX1	NPRL2
RUNX2	NPRL2
MYB	NPRL2
PGR	NPRL2
ELK1	NPRL2
NR3C1	NPRL2
ARID5B	NPRL2
POU2F1	NPRL2
NR1I2	PKMYT1
NR2F2	PKMYT1
NR1H3	PKMYT1
RARA	PKMYT1
RARB	PKMYT1
RXRG	PKMYT1
RXRA	PKMYT1
NR2F1	PKMYT1
CASR	PKMYT1
NR1H2	PKMYT1
RARG	PKMYT1
RXRB	PKMYT1
LEF1	EIF2C1
HNF1A	EIF2C1
PAX6	EIF2C1
NKX3-1	ANAPC10
BACH1	ANAPC10
NR3C1	ANAPC10
POU1F1	ANAPC10
PBX1	PIK3CD
PLAU	ZCCHC2
NR1I2	JTB
NR2F2	JTB
NR1H3	JTB
RARA	JTB
RARB	JTB
RXRG	JTB
RXRA	JTB
NR2F1	JTB
CASR	JTB
NR1H2	JTB
RARG	JTB
RXRB	JTB
E2F1	ASNSD1
FOXI1	ASNSD1
SREBF2	CALHM1
SREBF1	CALHM1
MEIS1	S100G
HOXA9	S100G
CEBPA	PLCB2
RREB1	PLCB2
RUNX1	PLCB2
CEBPB	PLCB2
CEBPD	PLCB2
EFNA2	PLCB2
POU2F1	PLCB2
GATA1	NCR3
ESRRA	SLC27A4
